hips_x,hips_y,hips_z,hips_w, leftUpperLeg_x, leftUpperLeg_y, leftUpperLeg_z, leftUpperLeg_w, rightUpperLeg_x, rightUpperLeg_y, rightUpperLeg_z, rightUpperLeg_w, leftLowerLeg_x, leftLowerLeg_y, leftLowerLeg_z, leftLowerLeg_w, rightLowerLeg_x, rightLowerLeg_y, rightLowerLeg_z, rightLowerLeg_w, leftFoot_x, leftFoot_y, leftFoot_z, leftFoot_w, rightFoot_x, rightFoot_y, rightFoot_z, rightFoot_w, spine_x, spine_y, spine_z, spine_w, chest_x, chest_y, chest_z, chest_w, neck_x, neck_y, neck_z, neck_w, head_x, head_y, head_z, head_w, leftShoulder_x, leftShoulder_y, leftShoulder_z, leftShoulder_w, rightShoulder_x, rightShoulder_y, rightShoulder_z, rightShoulder_w, leftUpperArm_x, leftUpperArm_y, leftUpperArm_z, leftUpperArm_w, rightUpperArm_x, rightUpperArm_y, rightUpperArm_z, rightUpperArm_w, leftLowerArm_x, leftLowerArm_y, leftLowerArm_z, leftLowerArm_w, rightLowerArm_x, rightLowerArm_y, rightLowerArm_z, rightLowerArm_w, leftHand_x, leftHand_y, leftHand_z, leftHand_w, rightHand_x, rightHand_y, rightHand_z, rightHand_w, leftToes_x, leftToes_y, leftToes_z, leftToes_w, rightToes_x, rightToes_y, rightToes_z, rightToes_w, leftEye_x, leftEye_y, leftEye_z, leftEye_w, rightEye_x, rightEye_y, rightEye_z, rightEye_w,_x,_y,_z,_w, leftThumbProximal_x, leftThumbProximal_y, leftThumbProximal_z, leftThumbProximal_w, leftThumbIntermediate_x, leftThumbIntermediate_y, leftThumbIntermediate_z, leftThumbIntermediate_w, leftThumbDistal_x, leftThumbDistal_y, leftThumbDistal_z, leftThumbDistal_w, leftIndexProximal_x, leftIndexProximal_y, leftIndexProximal_z, leftIndexProximal_w, leftIndexIntermediate_x, leftIndexIntermediate_y, leftIndexIntermediate_z, leftIndexIntermediate_w, leftIndexDistal_x, leftIndexDistal_y, leftIndexDistal_z, leftIndexDistal_w, leftMiddleProximal_x, leftMiddleProximal_y, leftMiddleProximal_z, leftMiddleProximal_w, leftMiddleIntermediate_x, leftMiddleIntermediate_y, leftMiddleIntermediate_z, leftMiddleIntermediate_w, leftMiddleDistal_x, leftMiddleDistal_y, leftMiddleDistal_z, leftMiddleDistal_w, leftRingProximal_x, leftRingProximal_y, leftRingProximal_z, leftRingProximal_w, leftRingIntermediate_x, leftRingIntermediate_y, leftRingIntermediate_z, leftRingIntermediate_w, leftRingDistal_x, leftRingDistal_y, leftRingDistal_z, leftRingDistal_w, leftLittleProximal_x, leftLittleProximal_y, leftLittleProximal_z, leftLittleProximal_w, leftLittleIntermediate_x, leftLittleIntermediate_y, leftLittleIntermediate_z, leftLittleIntermediate_w, leftLittleDistal_x, leftLittleDistal_y, leftLittleDistal_z, leftLittleDistal_w, rightThumbProximal_x, rightThumbProximal_y, rightThumbProximal_z, rightThumbProximal_w, rightThumbIntermediate_x, rightThumbIntermediate_y, rightThumbIntermediate_z, rightThumbIntermediate_w, rightThumbDistal_x, rightThumbDistal_y, rightThumbDistal_z, rightThumbDistal_w, rightIndexProximal_x, rightIndexProximal_y, rightIndexProximal_z, rightIndexProximal_w, rightIndexIntermediate_x, rightIndexIntermediate_y, rightIndexIntermediate_z, rightIndexIntermediate_w, rightIndexDistal_x, rightIndexDistal_y, rightIndexDistal_z, rightIndexDistal_w, rightMiddleProximal_x, rightMiddleProximal_y, rightMiddleProximal_z, rightMiddleProximal_w, rightMiddleIntermediate_x, rightMiddleIntermediate_y, rightMiddleIntermediate_z, rightMiddleIntermediate_w, rightMiddleDistal_x, rightMiddleDistal_y, rightMiddleDistal_z, rightMiddleDistal_w, rightRingProximal_x, rightRingProximal_y, rightRingProximal_z, rightRingProximal_w, rightRingIntermediate_x, rightRingIntermediate_y, rightRingIntermediate_z, rightRingIntermediate_w, rightRingDistal_x, rightRingDistal_y, rightRingDistal_z, rightRingDistal_w, rightLittleProximal_x, rightLittleProximal_y, rightLittleProximal_z, rightLittleProximal_w, rightLittleIntermediate_x, rightLittleIntermediate_y, rightLittleIntermediate_z, rightLittleIntermediate_w, rightLittleDistal_x, rightLittleDistal_y, rightLittleDistal_z, rightLittleDistal_w, upperChest_x, upperChest_y, upperChest_z, upperChest_w
-0.169,-0.118,-0.02,0.978,0.054,0.006,-0.015,0.998,0.141,-0.021,0.12,0.982,0.122,0,0.066,0.99,-0.02,0.004,-0.046,0.999,-0.215,-0.2,-0.006,0.956,-0.205,0.285,0.028,0.936,0.204,-0.001,0.02,0.979,0,0,0,1,-0.001,-0.004,-0.022,1,0.127,0.13,-0.03,0.983,0,0,0,1,0,0,0,1,0.172,-0.242,0.163,-0.941,0.154,-0.067,0.488,-0.857,0.386,-0.714,0.467,-0.349,0.568,-0.165,-0.209,0.778,-0.411,0.36,-0.517,-0.659,-0.524,-0.142,0.354,-0.761,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.17,0.07,0.012,0.983,0.122,0.018,-0.085,0.989,0.134,-0.019,0.096,0.986,0.097,0.004,0.061,0.993,0.023,-0.002,-0.126,0.992,-0.01,-0.072,0.045,0.996,-0.112,0.221,-0.013,0.969,0.178,-0.001,0.009,0.984,0,0,0,1,0.034,-0.005,-0.034,0.999,0.119,-0.046,0.016,0.992,0,0,0,1,0,0,0,1,0.02,-0.335,0.385,-0.86,0.021,-0.179,0.597,-0.782,0.719,-0.387,0.371,-0.442,0.119,-0.088,-0.064,0.987,-0.286,0.511,-0.388,-0.712,-0.592,-0.123,0.441,-0.663,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.193,0.225,0.046,0.954,0.2,0.017,-0.114,0.973,0.17,-0.014,0.052,0.984,0.088,0.015,0.077,0.993,0.093,-0.003,-0.035,0.995,-0.089,-0.241,0.015,0.966,-0.07,-0.047,-0.057,0.995,0.182,0.001,-0.012,0.983,0,0,0,1,0.065,0,0.001,0.998,0.123,-0.154,0.032,0.98,0,0,0,1,0,0,0,1,0.083,-0.514,0.137,-0.843,0.269,-0.5,-0.252,-0.783,0.567,-0.546,0.477,-0.39,-0.686,-0.279,0.156,0.653,-0.536,0.327,-0.577,-0.522,-0.805,-0.208,0.247,0.498,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.164,0.271,0.047,0.947,0.179,0.019,-0.12,0.976,0.138,-0.011,0.028,0.99,0.096,0.012,0.072,0.993,0.098,0.002,-0.003,0.995,-0.158,-0.31,-0.019,0.937,-0.094,-0.105,-0.067,0.988,0.157,0.001,-0.007,0.988,0,0,0,1,0.099,0.001,0.009,0.995,0.112,-0.175,0.046,0.977,0,0,0,1,0,0,0,1,0.138,-0.513,-0.018,-0.847,0.141,-0.397,-0.072,-0.904,0.337,-0.768,0.409,-0.359,0.077,-0.69,-0.292,0.658,0.008,0.394,-0.882,0.257,0.599,0.299,0.339,0.661,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.168,0.26,0.046,0.95,0.176,0.019,-0.129,0.976,0.141,-0.011,0.024,0.99,0.098,0.014,0.085,0.991,0.098,0.001,-0.006,0.995,-0.196,-0.314,-0.034,0.928,-0.121,-0.072,-0.064,0.988,0.167,0,-0.003,0.986,0,0,0,1,0.107,0.002,0.012,0.994,0.107,-0.187,0.049,0.975,0,0,0,1,0,0,0,1,0.159,-0.537,-0.045,-0.827,-0.05,0.312,-0.245,0.916,0.551,-0.339,0.11,-0.755,-0.026,0.382,0.139,-0.913,-0.655,0.525,-0.517,-0.167,-0.564,0.19,0.785,-0.172,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.184,0.242,0.047,0.952,0.197,0.018,-0.127,0.972,0.154,-0.012,0.031,0.988,0.083,0.015,0.084,0.993,0.102,-0.001,-0.022,0.995,-0.129,-0.291,-0.005,0.948,-0.072,-0.038,-0.056,0.995,0.18,0,0.004,0.984,0,0,0,1,0.108,0.003,0.015,0.994,0.111,-0.137,0.034,0.984,0,0,0,1,0,0,0,1,0.19,-0.537,-0.071,-0.819,-0.055,0.312,-0.263,0.911,0.327,-0.783,0.367,-0.382,-0.384,0.309,0.27,-0.827,0.025,0.53,-0.798,-0.285,-0.346,0.254,-0.895,-0.122,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.185,0.229,0.044,0.955,0.186,0.019,-0.132,0.973,0.148,-0.012,0.033,0.988,0.078,0.018,0.104,0.991,0.098,-0.002,-0.033,0.995,-0.067,-0.324,0.01,0.944,-0.034,-0.018,-0.052,0.998,0.187,0,0.005,0.982,0,0,0,1,0.09,0.002,0.01,0.996,0.11,-0.126,0.031,0.985,0,0,0,1,0,0,0,1,0.194,-0.542,-0.071,-0.815,-0.039,0.274,-0.365,0.889,0.52,-0.46,0.163,-0.701,-0.586,0.163,0.214,-0.764,-0.319,0.348,-0.741,-0.478,-0.137,0.274,-0.689,0.657,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.197,0.214,0.044,0.956,0.205,0.017,-0.129,0.97,0.165,-0.013,0.043,0.985,0.07,0.022,0.111,0.991,0.101,-0.004,-0.035,0.994,-0.067,-0.3,0.013,0.952,-0.03,-0.006,-0.051,0.998,0.198,0,0.002,0.98,0,0,0,1,0.077,0.001,0.003,0.997,0.12,-0.121,0.033,0.985,0,0,0,1,0,0,0,1,0.224,-0.557,-0.08,-0.796,-0.035,0.263,-0.427,0.864,0.514,-0.28,0.064,-0.808,-0.487,0.185,0.198,-0.83,-0.604,0.409,-0.624,-0.281,0.02,-0.009,-0.825,0.565,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.2,0.218,0.046,0.954,0.194,0.018,-0.131,0.972,0.17,-0.013,0.043,0.985,0.093,0.021,0.104,0.99,0.098,-0.005,-0.042,0.994,-0.099,-0.298,0.003,0.949,-0.043,-0.017,-0.052,0.998,0.2,0,0.006,0.98,0,0,0,1,0.083,0.002,0.008,0.996,0.116,-0.127,0.038,0.984,0,0,0,1,0,0,0,1,0.223,-0.555,-0.078,-0.798,-0.048,0.24,-0.434,0.867,0.498,-0.234,0.041,-0.834,-0.532,0.152,0.178,-0.814,-0.612,0.329,-0.564,-0.446,0.021,0.128,-0.632,0.764,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.193,0.22,0.045,0.955,0.193,0.018,-0.129,0.973,0.168,-0.013,0.046,0.985,0.089,0.021,0.107,0.99,0.102,-0.003,-0.03,0.994,-0.084,-0.287,0.01,0.954,-0.053,-0.032,-0.054,0.997,0.192,0,0.004,0.981,0,0,0,1,0.077,0.001,0.006,0.997,0.118,-0.138,0.045,0.982,0,0,0,1,0,0,0,1,0.185,-0.556,-0.03,-0.81,-0.049,0.228,-0.444,0.865,0.553,-0.32,0.101,-0.763,-0.465,0.148,0.154,-0.859,-0.56,0.441,-0.697,-0.08,-0.053,-0.198,-0.853,0.481,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.197,0.219,0.045,0.955,0.191,0.018,-0.127,0.973,0.163,-0.013,0.045,0.985,0.085,0.02,0.104,0.991,0.093,-0.004,-0.041,0.995,-0.063,-0.295,0.015,0.953,-0.057,-0.015,-0.053,0.997,0.203,0,-0.005,0.979,0,0,0,1,0.095,0.003,0.013,0.995,0.106,-0.119,0.046,0.986,0,0,0,1,0,0,0,1,0.244,-0.49,-0.13,-0.826,0.05,-0.209,0.472,-0.855,0.371,-0.532,0.081,-0.757,0.486,-0.142,-0.153,0.849,-0.735,0.601,0.248,-0.192,0.253,-0.407,-0.44,0.76,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
